Iteration	Posterior	Likelihood	Prior	sigma
0	-409.022	-221.758	-187.264	46.2765
1000	-418.659	-220.166	-198.493	28.8655
2000	-420.194	-226.057	-194.137	41.5658
3000	-416.837	-218.334	-198.504	24.0588
4000	-413.359	-220.1	-193.259	34.2365
5000	-416.51	-218.92	-197.59	29.1724
6000	-412.847	-219.89	-192.958	30.9793
7000	-412.4	-219.538	-192.862	33.2326
8000	-427.011	-234.908	-192.103	36.3901
9000	-412.576	-220.514	-192.062	35.9976
10000	-418.184	-221.288	-196.897	28.3405
11000	-414.983	-219.331	-195.652	28.6086
12000	-417.991	-221.047	-196.944	28.4552
13000	-416.94	-224.273	-192.667	33.1693
14000	-415.845	-220.349	-195.496	31.6663
15000	-418.591	-219.326	-199.265	24.4417
16000	-419.573	-223.759	-195.814	33.6691
17000	-418.92	-228.08	-190.841	39.0194
18000	-409.929	-222.246	-187.683	41.4073
19000	-424.229	-221.869	-202.36	25.2057
20000	-417.339	-228.984	-188.355	43.7212
21000	-416.39	-220.563	-195.827	32.0508
22000	-416.336	-221.526	-194.81	34.0533
23000	-421.758	-232.95	-188.808	55.2918
24000	-416.799	-220.581	-196.218	32.2748
25000	-421.699	-234.973	-186.726	51.5404
26000	-417.428	-222.52	-194.908	32.2789
27000	-416.859	-218.103	-198.756	30.3758
28000	-417.788	-218.829	-198.959	27.9752
29000	-419.53	-220.59	-198.939	23.7161
30000	-407.368	-218.428	-188.94	36.3798
31000	-410.985	-224.643	-186.342	55.8911
32000	-412.94	-216.089	-196.85	24.5509
33000	-413.043	-222.433	-190.61	40.2402
34000	-418.866	-223.332	-195.535	24.9991
35000	-417.235	-219.767	-197.468	29.4376
36000	-417.81	-216.47	-201.339	21.8234
37000	-413.871	-222.015	-191.856	41.9084
38000	-411.4	-220.848	-190.551	37.6945
39000	-417.582	-226.004	-191.578	36.8858
40000	-408.932	-219.842	-189.09	36.0338
41000	-412.59	-222.873	-189.718	39.6961
42000	-418.061	-216.737	-201.324	21.095
43000	-416.804	-223.243	-193.561	32.6774
44000	-410.67	-219.538	-191.133	32.2121
45000	-414.971	-222.751	-192.22	31.4684
46000	-420.27	-224.795	-195.476	28.9485
47000	-421.005	-221.053	-199.952	30.7364
48000	-417.863	-223.825	-194.038	35.2047
49000	-416.537	-221.949	-194.587	29.6245
50000	-411.218	-216.834	-194.384	29.3828
51000	-418.113	-221.794	-196.319	28.8893
52000	-417.795	-222.447	-195.348	33.3523
53000	-421.548	-230.988	-190.56	42.4717
54000	-411.836	-222.102	-189.733	40.2012
55000	-409.965	-218.098	-191.867	32.1175
56000	-419.947	-226.331	-193.616	37.6313
57000	-414.243	-221.132	-193.111	33.458
58000	-414.385	-221.521	-192.864	33.9831
59000	-413.074	-223.183	-189.891	36.5801
60000	-412.008	-217.952	-194.056	33.0975
61000	-416.469	-219.814	-196.655	32.6995
62000	-410.135	-218.834	-191.301	36.3659
63000	-414.288	-218.722	-195.566	31.2303
64000	-413.431	-221.554	-191.878	37.4684
65000	-421.716	-230.16	-191.556	42.5057
66000	-412.622	-217.68	-194.942	28.4536
67000	-420.201	-224.662	-195.538	35.2095
68000	-411.631	-217.538	-194.093	29.72
69000	-421.352	-223.435	-197.917	24.4792
70000	-413.931	-221.074	-192.857	34.9654
71000	-410.361	-219.06	-191.301	32.8586
72000	-407.522	-218.592	-188.931	35.5478
73000	-415.278	-224.535	-190.743	36.6419
74000	-415.903	-227.647	-188.256	49.1283
75000	-420.779	-222.202	-198.577	27.264
76000	-414.035	-219.393	-194.642	28.0804
77000	-421.604	-221.097	-200.507	26.6656
78000	-410.962	-220.299	-190.663	37.8443
79000	-409.379	-214.796	-194.582	26.6476
80000	-416.249	-219.559	-196.691	30.59
81000	-406.868	-218.633	-188.235	42.8072
82000	-419.052	-222.236	-196.816	31.0295
83000	-412.822	-214.974	-197.848	23.206
84000	-413.919	-223.677	-190.242	40.462
85000	-417.972	-224.342	-193.631	35.3602
86000	-415.709	-220.173	-195.535	23.778
87000	-417.82	-228.539	-189.281	38.4891
88000	-426.711	-231.806	-194.905	39.8992
89000	-415.723	-222.776	-192.946	27.3214
90000	-409.959	-223.079	-186.88	45.0655
91000	-419.303	-225.833	-193.47	37.7133
92000	-411.564	-218.824	-192.74	35.0785
93000	-410.058	-217.855	-192.203	34.4806
94000	-414.395	-220.32	-194.075	31.9792
95000	-418.277	-226.174	-192.103	38.4511
96000	-412.826	-223.708	-189.119	49.1959
97000	-413.951	-221.189	-192.762	35.8262
98000	-411.755	-218.846	-192.909	31.4581
99000	-419.601	-223.831	-195.77	37.7747
100000	-414.047	-227.815	-186.232	62.6821
101000	-411.337	-221.752	-189.585	36.4598
102000	-416.71	-226.519	-190.191	48.7974
103000	-408.931	-216.217	-192.714	29.3567
104000	-419.348	-220.823	-198.524	29.7081
105000	-412.844	-220.306	-192.538	36.1226
106000	-414.494	-225.265	-189.229	36.5838
107000	-415.741	-219.134	-196.607	30.649
108000	-416.007	-227.618	-188.389	45.6364
109000	-418.717	-222.028	-196.689	28.0508
110000	-414.979	-221.395	-193.584	31.8702
111000	-412.791	-219.19	-193.6	30.793
112000	-420.733	-224.061	-196.671	33.7295
113000	-412.205	-221.445	-190.76	38.373
114000	-417.286	-219.354	-197.932	25.2671
115000	-417.375	-229.411	-187.964	48.5064
116000	-411.683	-220.934	-190.749	31.4837
117000	-416.387	-225.608	-190.779	41.2428
118000	-413.035	-216.748	-196.287	28.973
119000	-410.456	-219.609	-190.848	35.8726
120000	-417.547	-226.424	-191.123	40.9094
121000	-412.109	-219.176	-192.933	30.9905
122000	-421.989	-221.537	-200.452	29.4092
123000	-428.084	-225.105	-202.979	32.6525
124000	-415.156	-221.229	-193.927	29.3931
125000	-413.165	-218.412	-194.754	29.6854
126000	-409.177	-219.713	-189.463	37.7204
127000	-416.709	-217.85	-198.858	26.5312
128000	-412.841	-219.838	-193.002	35.0631
129000	-415.438	-220.912	-194.526	30.901
130000	-424.949	-230.002	-194.947	30.0157
131000	-414.54	-223.601	-190.94	39.1236
132000	-418.701	-224.772	-193.928	38.3171
133000	-416.274	-223.212	-193.062	36.1952
134000	-411.115	-213.304	-197.811	29.0545
135000	-418.191	-226.176	-192.015	36.4484
136000	-424.593	-225.29	-199.303	24.1719
137000	-414.358	-219.566	-194.791	27.8893
138000	-424.873	-229.586	-195.287	43.8909
139000	-412.454	-223.078	-189.375	43.3902
140000	-431.369	-227.126	-204.243	25.3851
141000	-412.689	-219.977	-192.713	32.7627
142000	-412.545	-221.486	-191.059	34.4887
143000	-418.769	-215.464	-203.305	25.7655
144000	-423.537	-225.9	-197.638	31.6425
145000	-418.076	-228.465	-189.611	41.5904
