Iteration	Posterior	Likelihood	Prior	sigma
0	-358.353	-223.25	-135.103	20.1003
1000	-349.356	-217.067	-132.289	22.1527
2000	-357.109	-228.612	-128.497	28.4657
3000	-355.664	-225.562	-130.102	31.2094
4000	-351.664	-223.255	-128.409	31.5504
5000	-353.285	-217.701	-135.584	24.1402
6000	-362.285	-222.657	-139.628	20.4262
7000	-352.327	-218.97	-133.358	23.5838
8000	-351.266	-221.41	-129.856	24.3378
9000	-358.004	-222.744	-135.26	21.0225
10000	-350.204	-218.428	-131.776	24.9068
11000	-350.243	-221.193	-129.05	25.2285
12000	-360.388	-230.573	-129.814	37.9814
13000	-352.561	-223.043	-129.518	24.854
14000	-346.042	-215.584	-130.458	24.0515
15000	-348.125	-215.519	-132.606	23.8653
16000	-353.224	-219.074	-134.15	25.4637
17000	-350.638	-224.256	-126.381	33.8004
18000	-350.047	-225.049	-124.998	38.1757
19000	-353.287	-221.157	-132.13	25.3498
20000	-345.831	-214.627	-131.205	21.6515
21000	-353.686	-219.646	-134.04	20.881
22000	-347.816	-223.691	-124.125	28.4037
23000	-347.056	-214.067	-132.989	22.243
24000	-351.888	-225.859	-126.029	35.3625
25000	-354.823	-224.884	-129.938	32.317
26000	-349.202	-224.976	-124.226	39.5289
27000	-362.578	-219.726	-142.852	16.2697
28000	-348.909	-226.146	-122.763	46.2207
29000	-360.945	-227.012	-133.933	20.0967
30000	-348.099	-223.271	-124.827	36.6749
31000	-350.641	-214.219	-136.422	19.3137
32000	-352.59	-214.426	-138.164	20.7846
33000	-348.681	-222.891	-125.79	34.1733
34000	-351.282	-219.077	-132.205	26.0439
35000	-352.017	-219.786	-132.23	29.1472
36000	-353.762	-222.93	-130.833	32.4866
37000	-350.336	-220.582	-129.754	22.9794
38000	-345.912	-216.338	-129.574	25.5399
39000	-356.572	-227.148	-129.424	34.7468
40000	-358.108	-228.273	-129.835	31.1737
41000	-350.603	-220.051	-130.552	28.4668
42000	-349.716	-215.326	-134.389	20.0011
43000	-353.405	-220.694	-132.711	21.4091
44000	-352.41	-221.957	-130.453	23.7321
45000	-350.871	-224.584	-126.286	37.4217
46000	-351.59	-220.698	-130.892	23.3407
47000	-351.23	-217.43	-133.8	22.7414
48000	-351.631	-218.872	-132.758	26.1221
49000	-359.999	-226.098	-133.901	22.3078
50000	-351.401	-221.019	-130.382	22.8043
51000	-360.274	-226.183	-134.091	28.732
52000	-351.369	-224.212	-127.157	35.9904
53000	-355.446	-225.716	-129.73	30.5843
54000	-350.026	-215.035	-134.991	21.1125
55000	-352.436	-215.561	-136.875	19.141
56000	-353.75	-215.249	-138.502	18.1155
57000	-348.541	-223.667	-124.874	39.3094
58000	-350.633	-215.884	-134.748	22.0943
59000	-351.506	-221.429	-130.077	25.7513
60000	-357.971	-216.722	-141.248	19.5487
61000	-351.916	-224.322	-127.594	34.1733
62000	-347.765	-219.527	-128.238	29.2447
63000	-352.509	-220.643	-131.866	24.8305
64000	-348.939	-220.362	-128.577	32.2163
65000	-358.153	-225.089	-133.064	27.7955
66000	-347.842	-222.665	-125.178	29.3005
67000	-354.023	-224.812	-129.211	29.5093
68000	-350.106	-218.629	-131.477	30.8548
69000	-350.821	-225.188	-125.633	38.2827
70000	-353.371	-229.703	-123.668	41.7486
71000	-350.313	-214.422	-135.891	19.3472
72000	-353.391	-224.621	-128.77	34.823
73000	-361.675	-224.554	-137.12	21.5044
74000	-346.156	-219.778	-126.378	28.5483
75000	-356.331	-226.517	-129.814	23.8468
76000	-357.314	-222.936	-134.378	22.9086
77000	-350.801	-216.211	-134.59	18.2025
78000	-350.675	-224.371	-126.303	36.2911
79000	-350.148	-218.633	-131.515	25.4707
80000	-348.056	-216.281	-131.775	23.0222
81000	-347.364	-220.237	-127.126	29.0251
82000	-352.551	-219.585	-132.967	23.7915
83000	-353.271	-220.341	-132.93	24.3099
84000	-352.941	-218.771	-134.17	19.9798
85000	-348.952	-212.44	-136.511	21.4906
86000	-343.95	-212.673	-131.277	22.1762
87000	-358.218	-224.679	-133.539	23.7192
88000	-355.957	-227.82	-128.137	33.4038
89000	-345.2	-220.769	-124.431	39.7909
90000	-349.701	-220.432	-129.269	26.9085
91000	-351.404	-222.749	-128.655	26.0085
92000	-356.951	-226.151	-130.8	32.2844
93000	-355.526	-222.31	-133.215	27.6093
94000	-350.172	-219.37	-130.802	26.0401
95000	-346.814	-216.975	-129.839	24.2282
96000	-352.551	-219.436	-133.115	26.4338
97000	-346.188	-217.634	-128.554	31.3351
98000	-345.559	-218.286	-127.272	25.3172
99000	-358.096	-218.313	-139.783	19.0766
100000	-355.985	-218.641	-137.344	19.1946
101000	-360.385	-224.657	-135.728	20.9045
102000	-357.544	-222.653	-134.891	25.1854
103000	-355.009	-227.685	-127.324	27.9972
104000	-350.897	-220.265	-130.632	25.6984
105000	-352.076	-220.583	-131.493	29.7158
106000	-350.046	-220.488	-129.557	28.9966
107000	-356.145	-221.348	-134.797	23.5884
108000	-348.087	-218.054	-130.033	25.3586
109000	-354.031	-225.274	-128.757	29.4495
110000	-348.649	-218.917	-129.732	25.4298
111000	-345.622	-215.557	-130.065	24.1372
112000	-353.717	-220.486	-133.231	26.7508
113000	-352.329	-219.423	-132.907	20.1849
114000	-353.33	-218.97	-134.36	21.9925
115000	-350.793	-217.903	-132.89	25.4928
116000	-359.827	-231.955	-127.872	30.4394
117000	-350.099	-224.948	-125.151	30.6798
118000	-352.233	-221.898	-130.335	29.5203
119000	-347.09	-218.786	-128.304	28.2476
120000	-348.327	-216.756	-131.571	20.5862
121000	-351.097	-227.043	-124.054	49.8086
122000	-349.953	-222.17	-127.783	33.8272
123000	-362.849	-225.614	-137.235	30.8394
124000	-358.169	-216.897	-141.272	20.5843
125000	-349.57	-219.837	-129.734	23.8521
126000	-350.536	-220.324	-130.211	25.2602
127000	-358.586	-224.351	-134.235	27.2767
128000	-340.718	-217.689	-123.03	34.4136
129000	-356.427	-222.014	-134.413	23.3321
130000	-352.197	-218.224	-133.973	23.6787
131000	-347.733	-219.432	-128.301	25.6177
132000	-348.775	-220.289	-128.486	30.1656
133000	-350.577	-220.598	-129.979	26.2139
134000	-352.708	-221.329	-131.379	26.6432
135000	-352.176	-222.83	-129.347	27.3207
136000	-350.64	-218.524	-132.116	22.8368
137000	-355.413	-220.106	-135.307	22.4594
138000	-358.991	-223.977	-135.014	26.6514
139000	-350.433	-218.114	-132.318	23.7867
140000	-356.371	-220.246	-136.125	23.0547
141000	-353.202	-214.182	-139.02	18.6163
142000	-349.142	-221.613	-127.529	34.6046
143000	-344.58	-213.714	-130.866	23.484
144000	-352.444	-219.395	-133.049	21.8334
145000	-351.973	-226.637	-125.336	38.6767
146000	-347.875	-221.768	-126.107	32.5221
147000	-351.292	-218.722	-132.57	25.928
148000	-349.961	-217.652	-132.309	25.5101
149000	-349.676	-220.055	-129.621	25.2713
150000	-350.117	-219.134	-130.984	25.0848
151000	-358.005	-225.761	-132.244	27.0469
152000	-349.829	-219.374	-130.455	24.8473
153000	-354.316	-223.311	-131.005	29.2588
154000	-346.244	-219.929	-126.314	27.3806
155000	-353.649	-228.566	-125.083	42.0378
156000	-350.685	-216.755	-133.93	22.2005
157000	-351.732	-215.55	-136.181	20.2383
158000	-348.934	-222.736	-126.198	33.2981
159000	-353.81	-224.266	-129.544	30.185
160000	-354.943	-218.283	-136.659	25.6868
161000	-359.379	-225.634	-133.744	30.3537
162000	-351.74	-217.529	-134.212	22.2882
163000	-348.044	-220.572	-127.472	34.7786
164000	-353.695	-220.779	-132.917	19.2716
165000	-348.675	-223.796	-124.879	34.1551
166000	-348.647	-223.425	-125.221	34.0052
167000	-347.6	-220.726	-126.874	31.1934
168000	-344.889	-217.167	-127.722	26.284
169000	-358.138	-223.762	-134.376	22.1811
170000	-343.472	-213.911	-129.561	23.0962
171000	-349.757	-222	-127.757	29.3282
172000	-351.429	-224.842	-126.588	29.9292
173000	-349.555	-219.719	-129.836	28.0153
174000	-356.761	-223.676	-133.085	27.5554
175000	-357.932	-227.42	-130.511	28.0855
176000	-351.132	-221.326	-129.805	27.3325
177000	-350.654	-221.085	-129.57	28.1717
178000	-348.55	-220.06	-128.49	29.3341
179000	-346.433	-217.389	-129.045	27.8737
180000	-356.825	-221.634	-135.191	23.3266
181000	-351.258	-224.654	-126.604	43.0882
182000	-359.957	-215.032	-144.925	17.5011
183000	-356.248	-226.704	-129.545	31.8829
184000	-351.092	-217.623	-133.47	25.9815
185000	-346.21	-215.813	-130.397	26.1308
186000	-346.689	-218.814	-127.874	23.936
187000	-355.676	-214.439	-141.236	15.602
188000	-349.912	-220.528	-129.385	27.0688
189000	-350.979	-222.002	-128.977	28.3147
190000	-346.576	-219.242	-127.334	27.0982
191000	-344.718	-217.811	-126.907	32.4411
192000	-356.302	-225.313	-130.989	30.5896
193000	-354.251	-219.575	-134.676	23.6797
194000	-355.435	-225.682	-129.753	30.6015
195000	-355.118	-228.781	-126.337	31.6022
196000	-349.375	-215.716	-133.658	22.8402
197000	-357.344	-217.097	-140.246	21.4176
198000	-351.766	-224.109	-127.657	31.6137
199000	-353.948	-228.369	-125.578	36.7821
200000	-352.966	-219.004	-133.962	20.7771
201000	-348.415	-216.567	-131.848	24.4116
202000	-350.313	-220.529	-129.784	25.564
203000	-354.98	-219.108	-135.872	19.5152
204000	-354.131	-220.268	-133.863	25.3282
205000	-355.137	-219.75	-135.386	23.4583
206000	-344.891	-216.174	-128.717	29.5134
