Iteration	Posterior	Likelihood	Prior	sigma
0	-326.906	-235.211	-91.6948	36.799
1000	-324.523	-230.378	-94.1456	34.9377
2000	-323.017	-227.309	-95.7079	30.2452
3000	-327.202	-230.583	-96.6191	29.8107
4000	-329.134	-227.984	-101.15	27.3311
5000	-319.549	-225.875	-93.6739	32.1322
6000	-323.199	-226.044	-97.1543	28.5368
7000	-327.726	-226.898	-100.828	23.5158
8000	-325.99	-229.802	-96.1883	26.6777
9000	-319.743	-223.871	-95.8714	30.4951
10000	-320.249	-221.313	-98.9355	25.7343
11000	-320.971	-222.17	-98.8015	21.9847
12000	-322.297	-223.916	-98.3802	24.33
13000	-322.024	-226.916	-95.1077	30.2132
14000	-329.573	-228.425	-101.147	24.461
15000	-319.49	-217.049	-102.441	20.3749
16000	-321.781	-222.46	-99.3204	25.1733
17000	-323.562	-226.945	-96.6171	23.9911
18000	-315.74	-221.689	-94.0512	30.1399
19000	-326.518	-223.321	-103.197	23.1335
20000	-321.762	-225.675	-96.0878	29.232
21000	-327.961	-224.625	-103.336	24.4845
22000	-322.696	-224.897	-97.7989	25.0158
23000	-329.476	-235.662	-93.8147	38.9199
24000	-320.935	-229.767	-91.168	37.6229
25000	-328.91	-230.512	-98.3977	30.6371
26000	-330.206	-230.54	-99.6662	27.6232
27000	-335.128	-233.658	-101.47	20.0001
28000	-322.092	-227.229	-94.8622	28.8182
29000	-322.142	-229.064	-93.0777	36.8165
30000	-319.086	-226.925	-92.1612	32.7066
31000	-324.718	-224.146	-100.572	22.8921
32000	-327.294	-228.47	-98.8235	26.7877
33000	-323.835	-226.919	-96.9166	33.8649
34000	-329.364	-228.963	-100.401	26.2331
35000	-321.938	-224.523	-97.4148	27.1506
36000	-333.665	-238.877	-94.7882	40.6842
37000	-320.896	-226.634	-94.2623	28.7561
38000	-326.624	-220.739	-105.885	17.8033
39000	-329.986	-229.248	-100.737	26.8248
40000	-326.495	-227.533	-98.9614	28.6252
41000	-323.208	-228.03	-95.1785	30.7994
42000	-323.859	-223.526	-100.333	26.0679
43000	-321.244	-227.837	-93.4075	29.508
44000	-324.993	-231.035	-93.9574	29.7936
45000	-328.314	-232.46	-95.8536	29.4212
46000	-328.975	-232.894	-96.0808	33.1092
47000	-317.157	-224.981	-92.1758	33.975
48000	-333.99	-232.254	-101.736	27.2491
49000	-320.712	-224.118	-96.5939	27.528
50000	-321.11	-221.46	-99.6495	23.1583
51000	-320.975	-225.047	-95.928	26.6333
52000	-327.015	-229.535	-97.4803	25.9465
53000	-324.298	-226.008	-98.2901	29.259
54000	-324.428	-226.032	-98.3959	22.8749
55000	-331.802	-236.914	-94.8884	29.3254
56000	-319.034	-223.874	-95.1594	27.294
57000	-328.548	-229.099	-99.4484	31.2133
58000	-320.83	-231.022	-89.8088	41.5304
59000	-316.648	-218.736	-97.9124	24.5989
60000	-325.166	-225.272	-99.8933	26.2394
61000	-323.461	-229.258	-94.2034	28.144
62000	-327.855	-225.899	-101.956	24.1828
63000	-332.538	-235.363	-97.1754	32.0453
64000	-325.946	-230.194	-95.7514	32.6244
65000	-327.327	-227.473	-99.8538	19.8358
66000	-325.37	-222.635	-102.735	21.8146
67000	-324.054	-224.155	-99.8986	22.4044
68000	-328.974	-228.279	-100.695	23.7914
69000	-332.48	-231.004	-101.476	20.5668
70000	-330.147	-231.752	-98.3951	24.4059
71000	-318.501	-222.238	-96.2626	22.3981
72000	-319.05	-222.71	-96.34	25.5534
73000	-328.007	-228.295	-99.7126	26.121
74000	-329.095	-224.84	-104.255	21.3635
75000	-338.765	-236.236	-102.528	21.2115
76000	-320.148	-223.302	-96.8467	28.2112
77000	-329.942	-222.325	-107.616	20.6901
78000	-326.387	-221.178	-105.209	17.8457
79000	-331.765	-232.957	-98.8075	31.159
80000	-325.784	-230.476	-95.3086	32.0364
81000	-324.539	-224.619	-99.9196	22.7275
82000	-322.147	-219.284	-102.863	22.0219
83000	-318.933	-221.732	-97.2005	23.4382
84000	-326.224	-231.003	-95.2212	31.3983
85000	-324.628	-230.817	-93.8108	33.3899
86000	-330.881	-234.82	-96.0608	27.8177
87000	-322.696	-233.562	-89.1338	38.3526
88000	-313.798	-220.399	-93.3983	30.4518
89000	-320.14	-228.846	-91.2939	33.7006
90000	-323.614	-224.931	-98.6829	25.6596
91000	-322.765	-222.183	-100.582	22.6349
92000	-330.571	-221.881	-108.69	16.4333
93000	-322.754	-229.928	-92.8258	37.3844
94000	-322.609	-223.967	-98.6412	25.8317
95000	-320.215	-224.592	-95.6233	26.2856
96000	-329.765	-230.398	-99.3664	25.9277
97000	-321.9	-225.112	-96.7879	26.6044
98000	-317.592	-223.781	-93.8114	29.0387
99000	-323.83	-220.593	-103.237	21.1436
100000	-317.667	-222.535	-95.1319	28.1245
101000	-324.736	-228.896	-95.8399	31.5434
102000	-325.307	-229.085	-96.2221	24.9371
103000	-325.774	-221.545	-104.229	19.8257
104000	-327.464	-226.105	-101.359	23.4454
105000	-322.666	-225.503	-97.1631	27.4258
106000	-321.13	-226.173	-94.9563	33.8604
107000	-324.05	-223.199	-100.851	23.8958
108000	-332.888	-233.078	-99.8102	28.5163
109000	-323.506	-223.27	-100.237	22.6566
110000	-323.303	-226.365	-96.9382	28.4365
111000	-324.008	-228.583	-95.4245	27.7155
112000	-324.766	-228.17	-96.5961	28.7234
113000	-313.053	-222.772	-90.2813	34.6907
114000	-339.655	-231.141	-108.514	25.7133
115000	-343.118	-233.497	-109.621	18.8546
116000	-324.95	-223.487	-101.463	24.4206
117000	-334.637	-231.206	-103.431	23.9367
118000	-319.288	-226.846	-92.4413	30.9926
119000	-326.375	-222.059	-104.316	21.8592
120000	-321.127	-223.811	-97.3163	24.4294
121000	-326.225	-222.939	-103.286	22.6696
122000	-322.522	-220.481	-102.042	19.5694
123000	-325.655	-224.231	-101.424	24.5978
124000	-327.781	-228.286	-99.4954	23.9444
125000	-324.688	-220.602	-104.086	18.2453
126000	-332.731	-234.88	-97.8509	27.7647
127000	-325.603	-229.365	-96.2384	26.4466
128000	-321.364	-230.479	-90.8847	37.7874
129000	-324.76	-225.173	-99.587	24.4493
130000	-326.671	-227.131	-99.54	27.1256
131000	-322.455	-217.793	-104.662	18.4814
132000	-323.18	-222.521	-100.658	22.1326
133000	-328.019	-226.588	-101.432	21.474
134000	-320.913	-220.673	-100.24	25.3602
135000	-330.895	-226.249	-104.646	21.1065
136000	-322.608	-218.577	-104.032	18.4169
137000	-322.561	-222.34	-100.221	22.4854
138000	-321.213	-224.376	-96.8368	27.9151
139000	-326.677	-228.47	-98.2078	26.3578
140000	-323.857	-226.275	-97.5819	29.3228
141000	-320.564	-226.387	-94.1768	33.8511
142000	-327.637	-230.858	-96.7788	31.7715
143000	-338.013	-238.002	-100.012	30.373
144000	-321.01	-221.865	-99.1444	25.1314
145000	-319.271	-226.121	-93.1497	37.2741
146000	-325.335	-221.445	-103.89	24.2461
147000	-326.675	-229.622	-97.0532	32.1952
148000	-330.214	-222.224	-107.99	21.953
149000	-328.977	-229.118	-99.8594	24.6528
150000	-326.209	-225.771	-100.438	26.4975
151000	-328.057	-235.638	-92.4186	38.298
152000	-325.287	-225.026	-100.261	24.3354
153000	-325.578	-226.351	-99.227	25.9184
154000	-327.248	-226.134	-101.115	23.9251
155000	-319.461	-225.741	-93.7205	30.7316
156000	-325.023	-226.147	-98.8763	23.4592
157000	-320.417	-230.318	-90.0995	38.8284
158000	-322.267	-229.552	-92.7153	40.1896
159000	-321.664	-224.46	-97.2039	28.8325
160000	-324.917	-230.125	-94.7921	29.4318
161000	-328.118	-224.979	-103.139	21.9629
162000	-328.452	-232.296	-96.1565	30.6389
163000	-324.201	-224.697	-99.504	23.1263
164000	-322.024	-224.839	-97.1852	22.7524
165000	-319.98	-228.595	-91.3847	35.5861
166000	-318.748	-225.291	-93.4574	29.2579
167000	-328.483	-230.448	-98.0352	25.4936
168000	-328.705	-232.441	-96.264	32.3599
169000	-324.71	-230.376	-94.3338	31.8994
170000	-316.96	-223.545	-93.4154	33.8241
171000	-328.204	-229.199	-99.0047	28.4721
172000	-323.553	-224.503	-99.0497	24.1317
173000	-324.606	-224.371	-100.235	23.785
174000	-328.534	-234.733	-93.8008	33.8316
175000	-327.275	-232.612	-94.6626	28.6426
176000	-316.278	-225.515	-90.7626	36.6117
177000	-323.387	-223.737	-99.6497	23.3706
178000	-327.227	-232.347	-94.8804	32.0075
179000	-318.215	-226.422	-91.7936	29.6731
180000	-324.095	-228.158	-95.9367	32.0337
181000	-325.256	-230.86	-94.396	30.2063
182000	-317.692	-223.574	-94.1175	27.9432
183000	-328.384	-225.052	-103.332	21.6963
184000	-323.704	-222.001	-101.704	21.8713
185000	-327.251	-226.235	-101.016	21.7141
186000	-334.603	-235.171	-99.4323	31.0812
187000	-319.738	-223.664	-96.0731	25.4146
188000	-321.478	-227.792	-93.6866	29.2769
189000	-321.518	-224.856	-96.6615	27.0653
190000	-326.706	-228.448	-98.2575	27.4055
191000	-316.231	-220.842	-95.389	25.2206
192000	-327.771	-230.317	-97.4544	23.1004
193000	-323.58	-219.107	-104.473	20.0036
194000	-331.434	-232.216	-99.2172	23.4631
195000	-319.73	-228.235	-91.4947	36.4537
196000	-330.799	-222.827	-107.972	16.5689
197000	-317.399	-221.474	-95.9249	23.1969
198000	-320.224	-223.337	-96.8877	26.1149
199000	-326.205	-224.656	-101.549	21.9519
200000	-326.917	-223.745	-103.172	22.6046
201000	-328.973	-225.628	-103.345	24.4387
202000	-331.531	-225.721	-105.81	19.5446
203000	-319.173	-218.476	-100.697	19.877
204000	-317.03	-221.84	-95.1902	28.0194
205000	-317.963	-226.24	-91.7226	37.9292
206000	-318.492	-222.638	-95.8537	25.5348
207000	-324.968	-225.072	-99.8961	27.708
208000	-330.983	-233.8	-97.1832	37.3268
209000	-323.804	-220.437	-103.367	22.1884
