Iteration	Posterior	Likelihood	Prior	sigma
0	-421.957	-237.668	-184.289	42.6575
1000	-421.975	-236.403	-185.572	40.8514
2000	-424.645	-239.605	-185.04	45.1161
3000	-431.997	-245.068	-186.929	46.4094
4000	-422.488	-237.718	-184.77	45.6247
5000	-421.201	-231.518	-189.683	34.6178
6000	-425.824	-235.201	-190.622	33.5385
7000	-425.551	-232.053	-193.499	28.5673
8000	-421.555	-236.792	-184.762	45.3279
9000	-429.846	-241.127	-188.719	33.0779
10000	-423.494	-233.835	-189.659	35.9609
11000	-427.459	-237.644	-189.815	38.6758
12000	-422.377	-237.997	-184.38	40.5992
13000	-426.283	-240.648	-185.635	46.3322
14000	-426.941	-240.59	-186.351	43.6275
15000	-423.859	-234.534	-189.325	34.558
16000	-425.892	-240.693	-185.199	46.6933
17000	-426.022	-238.34	-187.682	35.6295
18000	-427.801	-240.864	-186.937	39.3708
19000	-421.299	-236.19	-185.109	38.6294
20000	-422.73	-240.419	-182.311	50.2299
21000	-426.918	-239.139	-187.779	47.4779
22000	-416.907	-235.45	-181.457	48.6832
23000	-423.335	-237.344	-185.991	35.7992
24000	-428.989	-241.581	-187.407	33.5995
25000	-423.555	-235.473	-188.082	37.2219
26000	-426.435	-237.882	-188.553	34.4311
27000	-433.081	-243.809	-189.272	42.151
28000	-422.378	-233.054	-189.324	31.4794
29000	-425.403	-239.965	-185.438	41.6182
30000	-421.687	-234.721	-186.966	32.8819
31000	-423.35	-234.907	-188.443	42.2925
32000	-428.224	-242.499	-185.724	46.1025
33000	-423.024	-236.412	-186.612	40.2689
34000	-420.232	-231.886	-188.346	36.5618
35000	-426.444	-240.545	-185.9	45.0403
36000	-422.382	-235.623	-186.759	44.5536
37000	-423.94	-241.2	-182.739	52.8259
38000	-429.207	-245.383	-183.824	53.3492
39000	-430.934	-238.209	-192.724	31.4
40000	-430.001	-240.943	-189.058	38.5765
41000	-429.236	-231.693	-197.543	26.5824
42000	-420.243	-230.89	-189.353	34.5788
43000	-421.715	-235.973	-185.742	39.4252
44000	-417.666	-236.387	-181.28	45.3908
45000	-428.096	-241.214	-186.882	38.321
46000	-419.3	-235.208	-184.093	44.8554
47000	-420.652	-237.652	-183	50.2498
48000	-438.892	-244.596	-194.297	37.506
49000	-425.271	-237.241	-188.029	33.1336
50000	-422.907	-235.926	-186.981	38.3598
51000	-429.131	-235.447	-193.684	31.098
52000	-429.674	-238.748	-190.926	37.057
53000	-423.583	-235.593	-187.99	31.765
54000	-424.993	-235	-189.993	36.124
55000	-419.327	-232.347	-186.98	35.9245
56000	-429.942	-245.29	-184.652	48.4483
57000	-420.093	-232.673	-187.42	35.1384
58000	-448.79	-244.72	-204.07	24.8198
59000	-424.685	-234.013	-190.672	29.5577
60000	-423.95	-231.441	-192.509	30.4355
61000	-420.303	-236.925	-183.377	49.6026
62000	-418.972	-233.734	-185.238	39.2529
63000	-424.449	-239.668	-184.781	47.4125
64000	-420.162	-233.551	-186.611	36.1192
65000	-421.188	-237.773	-183.414	46.7598
66000	-425.678	-239.712	-185.966	41.2318
67000	-429.612	-239.786	-189.826	40.7964
68000	-428.735	-238.784	-189.951	32.6691
69000	-419.31	-228.638	-190.672	31.909
70000	-426.927	-240.546	-186.381	49.3988
71000	-426.939	-244.965	-181.974	56.2961
72000	-427.017	-239.838	-187.178	32.4801
73000	-424.4	-234.259	-190.141	30.9634
74000	-419.613	-238.154	-181.459	50.3506
75000	-423.81	-233.889	-189.92	34.3744
76000	-435.117	-243.796	-191.321	37.2347
77000	-424.461	-239.878	-184.583	47.1521
78000	-431.84	-244.414	-187.426	43.4973
79000	-427.524	-235.293	-192.231	30.6799
80000	-428.496	-237.366	-191.13	30.634
81000	-428.18	-235.899	-192.281	34.0529
82000	-423.574	-233.657	-189.917	34.335
83000	-426.111	-242.115	-183.996	46.3728
84000	-429.142	-232.864	-196.278	23.052
85000	-422.909	-232.615	-190.294	34.7058
86000	-423.492	-237.727	-185.764	36.9391
87000	-429.798	-234.403	-195.394	32.0856
88000	-432.258	-238.377	-193.881	26.0362
89000	-419.894	-235.299	-184.594	42.2403
90000	-418.734	-234.804	-183.93	45.4969
91000	-425.814	-234.619	-191.195	30.8486
92000	-422.403	-234.927	-187.476	33.2158
93000	-428.682	-244.035	-184.647	35.6789
94000	-421.859	-237.778	-184.081	45.3629
95000	-425.36	-242.681	-182.679	46.4142
96000	-422.993	-231.613	-191.38	30.0026
97000	-423.448	-237.203	-186.246	42.1742
98000	-424.718	-238.622	-186.096	38.6817
99000	-429.217	-238.993	-190.224	34.0702
100000	-435.772	-239.316	-196.456	34.1337
101000	-425.509	-240.843	-184.666	44.4478
102000	-422.788	-234.562	-188.226	33.3558
103000	-419.871	-237.431	-182.44	52.9292
104000	-425.997	-234.486	-191.511	35.7791
105000	-425.771	-235.382	-190.389	32.8404
106000	-432.814	-246.394	-186.42	43.9217
107000	-421.785	-234.338	-187.447	33.4511
108000	-424.68	-232.562	-192.117	32.5637
109000	-429.892	-243.969	-185.924	45.0866
110000	-427.819	-243.781	-184.038	49.0947
111000	-425.079	-237.752	-187.327	36.345
112000	-436.257	-242.914	-193.343	32.151
113000	-424	-242.82	-181.18	61.2208
114000	-431.854	-239.661	-192.193	31.0159
115000	-426.841	-239.178	-187.663	39.1225
116000	-428.209	-245.506	-182.703	49.2135
117000	-427.534	-235.723	-191.811	35.4505
118000	-438.281	-239.014	-199.267	32.8203
119000	-430.895	-232.793	-198.103	32.5487
120000	-422.375	-235.651	-186.725	38.2526
121000	-422.292	-235.589	-186.702	35.4522
122000	-428.304	-239.262	-189.043	39.8641
123000	-422.175	-239.887	-182.288	50.545
124000	-421.98	-239.661	-182.318	44.8994
125000	-431.374	-244.338	-187.035	43.6526
126000	-431.31	-241.766	-189.543	39.1119
127000	-422.733	-239.396	-183.337	46.4503
128000	-423.149	-234.35	-188.799	35.474
129000	-421.665	-228.142	-193.524	28.381
130000	-426.092	-234.629	-191.463	34.9163
131000	-423.403	-238.929	-184.474	45.0002
132000	-429.061	-238.62	-190.441	31.5529
133000	-432.199	-241.074	-191.125	41.7295
134000	-420.473	-230.896	-189.578	29.0235
135000	-427.665	-234.226	-193.439	34.2835
136000	-416.861	-230.451	-186.41	36.2548
137000	-434.952	-245	-189.953	41.4035
138000	-425.189	-241.376	-183.813	48.8751
139000	-421.156	-235.026	-186.13	37.0459
140000	-419.949	-232.991	-186.959	34.8649
141000	-422.227	-236.244	-185.983	38.6817
142000	-423.23	-234.58	-188.65	36.3299
143000	-421.364	-235.583	-185.781	41.3753
144000	-426.909	-231.147	-195.762	25.1875
145000	-418.202	-231.156	-187.047	31.4778
146000	-418.946	-232.77	-186.176	30.9478
147000	-423.326	-237.875	-185.451	35.4678
148000	-426.185	-237.353	-188.832	36.5456
149000	-432.022	-239.811	-192.212	34.0824
150000	-424.775	-238.272	-186.503	40.707
151000	-423.803	-238.065	-185.737	38.3643
152000	-423.171	-232.192	-190.979	31.8358
153000	-424.627	-235.429	-189.198	31.7224
154000	-426.385	-240.761	-185.624	41.7526
155000	-430.759	-237.075	-193.684	38.1615
156000	-428.61	-239.144	-189.466	36.2078
157000	-425.543	-241.089	-184.454	44.451
158000	-425.069	-234.528	-190.541	31.6381
159000	-424.926	-233.758	-191.167	34.3241
160000	-423.02	-236.582	-186.439	38.8511
161000	-429.981	-242.045	-187.936	44.3479
162000	-427.798	-244.717	-183.081	55.4938
163000	-428.843	-234.736	-194.107	27.0491
164000	-421.291	-232.754	-188.538	30.0388
165000	-418.69	-234.575	-184.115	38.8735
166000	-425.022	-237.615	-187.407	42.3644
167000	-430.57	-241.755	-188.814	45.087
168000	-425.366	-236.306	-189.059	31.8717
169000	-428.715	-243.622	-185.093	44.1067
170000	-426.282	-239.849	-186.433	50.3844
171000	-430.911	-244.852	-186.059	56.3699
172000	-430.108	-244.494	-185.613	48.6275
173000	-434.387	-247.829	-186.558	40.305
174000	-427.086	-243.629	-183.458	49.1035
175000	-420.251	-233.69	-186.561	35.986
176000	-422.446	-233.247	-189.199	31.2612
177000	-419.859	-234.414	-185.446	36.1147
178000	-424.246	-238.915	-185.331	40.4228
179000	-425.478	-239.19	-186.288	45.6923
180000	-421.367	-227.637	-193.73	27.6689
181000	-430.121	-240.585	-189.536	36.3187
182000	-420.022	-231.029	-188.994	32.8864
183000	-442.255	-255.246	-187.009	53.2978
184000	-423.827	-234.507	-189.32	34.9834
185000	-427.979	-230.487	-197.492	25.4724
186000	-421.289	-237.587	-183.702	44.104
187000	-425.844	-236.894	-188.95	31.621
188000	-422.121	-242.189	-179.932	53.4748
189000	-420.932	-236.471	-184.46	41.5989
190000	-432.152	-235.66	-196.492	29.761
191000	-416.566	-231.14	-185.426	34.9097
192000	-424.212	-233.203	-191.009	26.9824
193000	-430.16	-240.265	-189.896	40.529
194000	-430.995	-233.853	-197.141	28.8675
195000	-426.432	-235.877	-190.555	33.8693
196000	-418.763	-235.486	-183.278	44.0959
197000	-422.34	-235.366	-186.974	39.4763
198000	-421.375	-233.588	-187.788	32.895
199000	-420.518	-236.488	-184.03	44.5612
200000	-426.548	-242.221	-184.326	43.1032
201000	-425.464	-237.628	-187.836	40.6885
202000	-420.589	-233.886	-186.704	35.3659
203000	-426.971	-236.15	-190.822	32.3247
204000	-426.474	-244.163	-182.311	57.617
205000	-428.989	-240.141	-188.848	44.7189
206000	-419.884	-234.588	-185.296	39.3483
207000	-427.496	-236.489	-191.007	31.6112
208000	-424.684	-234.351	-190.333	33.031
209000	-422.453	-237.251	-185.202	41.4724
210000	-436.873	-243.759	-193.114	33.8067
211000	-425.074	-237.101	-187.973	41.0487
212000	-424.676	-236.989	-187.687	40.9223
213000	-429.295	-241.016	-188.279	43.4937
214000	-420.811	-231.492	-189.32	31.1565
215000	-422.053	-238.399	-183.654	47.9753
216000	-418.13	-232.923	-185.207	32.5654
217000	-425.767	-236.635	-189.132	40.1801
218000	-423.993	-236.495	-187.498	37.3742
219000	-426.609	-244.6	-182.01	58.0284
220000	-427.512	-237.135	-190.377	30.7588
221000	-420.578	-233.976	-186.602	30.718
222000	-418.268	-233.985	-184.283	41.083
223000	-432.302	-242.571	-189.731	36.491
224000	-416.401	-236.911	-179.49	55.5453
225000	-423.302	-237.356	-185.946	38.8506
226000	-433.969	-241.12	-192.849	32.5383
227000	-431.472	-239.237	-192.235	27.9567
228000	-419.838	-234.117	-185.721	34.2741
229000	-424.86	-232.599	-192.261	28.2603
230000	-422.975	-234.739	-188.236	40.1312
231000	-423.548	-230.056	-193.492	26.4557
232000	-427.401	-245.107	-182.294	63.9593
233000	-421.103	-237.024	-184.079	48.1617
234000	-422.607	-243.331	-179.276	70.0875
235000	-422.833	-237.326	-185.508	40.8387
236000	-420.018	-231.399	-188.619	35.5566
237000	-424.822	-234.313	-190.508	31.9972
238000	-423.547	-238.783	-184.764	39.0529
239000	-427.958	-234.865	-193.092	33.5716
240000	-423.85	-238.663	-185.187	44.4005
241000	-428.374	-238.955	-189.419	31.8412
242000	-422.168	-234.809	-187.359	33.9842
243000	-419.905	-232.28	-187.625	35.1063
244000	-427.722	-236.426	-191.296	37.0038
245000	-423.782	-236.671	-187.112	36.7144
246000	-417.139	-230.467	-186.672	36.2129
247000	-422.076	-239.084	-182.992	47.7629
248000	-428.921	-239.66	-189.262	33.8416
249000	-421.944	-234.583	-187.361	33.4708
250000	-418.924	-232.258	-186.666	34.3479
251000	-419.964	-237.661	-182.303	47.4763
252000	-427.996	-240.855	-187.141	40.0931
253000	-421.326	-230.384	-190.942	30.7232
254000	-421.952	-234.506	-187.446	34.0474
255000	-419.134	-232.405	-186.729	36.4521
256000	-423.046	-236.87	-186.176	40.1804
257000	-418.802	-232.373	-186.43	33.6017
258000	-426.398	-237.602	-188.796	32.1924
259000	-425.378	-233.083	-192.295	30.1427
260000	-428.379	-240.419	-187.96	45.4718
261000	-427.74	-242.874	-184.866	46.9282
262000	-428.04	-239.388	-188.652	39.7264
263000	-425.376	-239.65	-185.726	38.7253
264000	-419.674	-233.371	-186.303	37.0304
265000	-421.826	-236.994	-184.832	40.2449
