Iteration	Posterior	Likelihood	Prior	sigma
0	-215.409	-179.808	-35.6013	7.28969
1000	-219.544	-177.77	-41.773	7.61105
2000	-211.808	-182.439	-29.3687	11.729
3000	-212.786	-181.199	-31.5874	11.6243
4000	-223.726	-187.797	-35.9282	9.66488
5000	-210.272	-178.322	-31.9502	10.6019
6000	-234.397	-187.997	-46.4001	8.46357
7000	-209.636	-177.171	-32.4646	10.3066
8000	-218.577	-179.972	-38.6046	7.99994
9000	-227.163	-188.644	-38.5187	9.33963
10000	-211.592	-176.668	-34.9245	8.84337
11000	-215.896	-182.73	-33.1657	10.7569
12000	-211.373	-180.875	-30.4981	13.2361
13000	-219.9	-182.238	-37.6616	7.57623
14000	-216.364	-178.37	-37.9939	8.04651
15000	-217.82	-186.353	-31.4674	12.9066
16000	-207.646	-178.042	-29.6044	11.1842
17000	-218.148	-181.253	-36.8943	8.92371
18000	-229.15	-187.443	-41.7066	8.42568
19000	-213.36	-176.356	-37.0034	8.8011
20000	-223.056	-187.8	-35.2562	12.1274
21000	-215.62	-185.069	-30.5508	13.436
22000	-213.182	-180.024	-33.1582	10.0419
23000	-212.632	-180.077	-32.5557	9.78453
24000	-212.925	-178.903	-34.0228	9.53957
25000	-214.618	-185.403	-29.215	12.7793
26000	-232.495	-184.992	-47.5033	6.43757
27000	-208.31	-173.931	-34.3787	8.68965
28000	-210.172	-177.004	-33.1677	10.6636
29000	-216.932	-182.774	-34.1579	11.7262
30000	-226.964	-186.994	-39.9693	7.47748
31000	-216.358	-182.753	-33.6051	10.5339
32000	-212.66	-176.94	-35.7206	8.9099
33000	-217.58	-177.72	-39.8596	6.42049
34000	-227.545	-184.465	-43.0792	7.82508
35000	-213.357	-179.337	-34.0204	9.46532
36000	-213.961	-181.917	-32.0445	12.0831
37000	-220.305	-180.155	-40.15	8.54226
38000	-205.942	-174.908	-31.0338	10.6569
39000	-223.454	-187.428	-36.0259	8.60034
40000	-211.902	-182.722	-29.1795	11.8364
41000	-221.25	-187.2	-34.0502	10.3358
42000	-220.242	-185.16	-35.0826	10.2808
43000	-211.683	-180.94	-30.7437	11.7186
44000	-216.023	-179.577	-36.4453	8.15399
45000	-214.643	-185.728	-28.9149	14.0181
46000	-221.634	-182.04	-39.5935	8.66014
47000	-215.502	-183.332	-32.1696	11.0428
48000	-223.482	-183.929	-39.5535	8.09508
